-0.57831	-3.08477	-7.04268	64	32	16	-0.372741	-0.247679	-0.894270
-0.57831	-2.95670	-7.04268	64	40	24	-0.380557	-0.153883	-0.911863
-0.57831	-2.82862	-7.04268	56	40	24	-0.341475	-0.012213	-0.939810
-0.57831	-2.70054	-7.04268	56	40	32	-0.318026	0.026869	-0.947700
-0.57831	-2.57246	-7.04268	60	40	32	-0.318026	0.097214	-0.943084
-0.57831	-2.44439	-7.04268	64	40	32	-0.333658	0.199805	-0.921275
-0.44992	-3.21285	-7.04268	64	32	8	-0.263312	-0.411821	-0.872393
-0.44992	-3.08477	-7.04268	64	32	8	-0.318026	-0.318026	-0.893150
-0.44992	-2.95670	-7.04268	64	40	16	-0.333658	-0.161699	-0.928722
-0.44992	-2.82862	-7.04268	64	40	32	-0.349292	-0.004397	-0.937004
-0.44992	-2.70054	-7.04268	64	40	32	-0.357107	0.042500	-0.933095
-0.44992	-2.57246	-7.04268	56	40	32	-0.349292	0.097214	-0.931957
-0.44992	-2.44439	-7.04268	60	44	32	-0.388372	0.191988	-0.901280
-0.44992	-2.31631	-7.04268	64	48	32	-0.419638	0.238885	-0.875692
-0.32154	-3.21285	-7.04268	64	32	8	-0.185148	-0.419638	-0.888607
-0.32154	-3.08477	-7.04268	72	32	8	-0.169515	-0.325843	-0.930103
-0.32154	-2.95670	-7.04268	72	40	16	-0.177332	-0.192965	-0.965048
-0.32154	-2.82862	-7.04268	64	40	24	-0.177332	-0.027845	-0.983757
-0.32154	-2.70054	-7.04268	64	40	32	-0.200782	0.026869	-0.979267
-0.32154	-2.57246	-7.04268	66	40	30	-0.239862	0.073766	-0.967999
-0.32154	-2.44439	-7.04268	69	40	27	-0.294577	0.145089	-0.944549
-0.32154	-2.31631	-7.04268	72	40	24	-0.318026	0.231069	-0.919492
-0.32154	-2.18823	-7.04268	72	48	24	-0.333658	0.371764	-0.866293
-0.19315	-3.21285	-7.04268	72	40	8	-0.020028	-0.404006	-0.914537
-0.19315	-3.08477	-7.04268	72	40	12	0.034685	-0.294577	-0.954998
-0.19315	-2.95670	-7.04268	72	40	16	0.081583	-0.161699	-0.983461
-0.19315	-2.82862	-7.04268	72	40	16	0.065949	-0.059110	-0.996070
-0.19315	-2.70054	-7.04268	64	40	24	0.026869	-0.004397	-0.999629
-0.19315	-2.57246	-7.04268	64	40	24	-0.012213	0.042500	-0.999022
-0.19315	-2.44439	-7.04268	64	40	24	-0.020028	0.097214	-0.995061
-0.19315	-2.31631	-7.04268	64	40	24	-0.082560	0.207620	-0.974718
-0.19315	-2.18823	-7.04268	72	48	24	-0.121641	0.332682	-0.935160
-0.19315	-2.06015	-7.04268	72	48	24	-0.177332	0.395213	-0.901310
-0.06477	-3.21285	-7.04268	72	40	8	0.128481	-0.357107	-0.925185
-0.06477	-3.08477	-7.04268	72	40	16	0.191988	-0.232047	-0.953568
-0.06477	-2.95670	-7.04268	64	40	16	0.223253	-0.146066	-0.963753
-0.06477	-2.82862	-7.04268	64	40	24	0.223253	-0.090375	-0.970561
-0.06477	-2.70054	-7.04268	64	40	24	0.191988	-0.051295	-0.980055
-0.06477	-2.57246	-7.04268	64	40	24	0.136297	0.011235	-0.990603
-0.06477	-2.44439	-7.04268	64	40	24	0.120664	0.097214	-0.987922
-0.06477	-2.31631	-7.04268	64	40	24	0.112847	0.145089	-0.982962
-0.06477	-2.18823	-7.04268	72	48	24	0.050317	0.262335	-0.963663
-0.06477	-2.06015	-7.04268	72	40	16	0.011235	0.371764	-0.928259
0.06361	-3.21285	-7.04268	72	40	16	0.191988	-0.294577	-0.936143
0.06361	-3.08477	-7.04268	72	40	24	0.184172	-0.216414	-0.958773
